CAS,Median PR,Class,GATS5c,ATS3m,ETA_Psi_1,ETA_Beta,GATS2v,ATSC5e,piPC7,ATSC3e,MLFER_A,AATSC5e,ATSC7c,MDEC-22,SIC2,ATSC8c,minHCsatu,AATS6v,SsssCH,SsssN,AATSC8m,nCl,MDEC-44,PubchemFP377,SubFP40,FMF,minHssNH,VE2_D,maxssCH2,khs.dssS,FP490,ATS8m,FP184,ExtFP763,ExtFP636,minHBint10,ExtFP738,GATS6v,SCH-6,AD2D395,FP350,minHBint3,khs.sNH2,ExtFP701
99-76-3,98.3134396627349,1,1.1162237411140912,2426.625081,0.5,14.5,0.8258631582978588,-0.5739627479224383,4.15005516923611,-0.4226707146814403,0.546,-0.0260892158146562,-0.1134737980785096,3.3019272488946267,0.7924079020808124,-0.052090027123858,0.0,115.30169275546076,0.0,0.0,-48.95800092243768,0,0.0,0,0,0.5454545454545454,0.0,0.0030582486197038,0.0,0,0,60.488064,1,0,0,0.0,0,1.116647927758606,0.0833333333333333,0,0,0.0,0,0
99717-56-3,92.45108135942328,1,0.7392391440042272,11801.007381,0.93846,17.0,0.5695962690989003,-0.1673844399999998,4.22683374526818,0.0172052400000002,0.003,-0.0069743516666666,-0.0770071873705499,0.944940787421155,0.8293020247188075,0.0415606967410444,0.6164574410010919,293.1195890331656,0.0,0.0,623.8388177974999,0,0.0,0,0,0.4285714285714285,0.0,0.0138550106728572,0.7997352397749224,0,0,7372.654592000001,0,0,0,0.0,0,0.6743400427569259,0.0555555555555555,0,0,0.0,0,0
100-41-4,0.0,0,0.934348981619134,1250.044159,0.71429,10.0,1.0837499999999998,-0.0008783703703716,2.78423933945976,-0.0131755555555553,0.003,-3.659876543215143e-05,0.0021095628292111,7.732315986074721,0.6653361675159981,0.0,0.0,58.96803507745969,0.0,0.0,0.0,0,0.0,0,0,0.75,0.0,0.0096947018218741,1.1397222222222223,0,0,0.0,0,0,0,0.0,0,0.6375000000000002,0.1020620726159657,0,0,0.0,0,0
1031-07-8,0.0,0,1.014451025969458,22586.239531,0.51066,17.75,0.5296081693186183,-2.415721750000003,5.42934562895444,-0.2929192499999975,0.003,-0.0473670931372549,0.1803125654529606,0.3333333333333333,0.7708888654040704,0.0,0.0,324.6042394189068,0.966531207133059,0.0,0.0,6,2.381101577952299,0,0,0.6,0.0,0.0121931598760816,0.4589111796982168,0,1,0.0,0,1,0,0.0,0,0.9337712077262458,0.5995950544082609,0,0,0.0,0,0
106-46-7,0.0,0,0.0,2377.775395,0.63525,11.5,0.8617279017726266,0.5345627500000002,0.0,-0.53456275,0.003,0.1781875833333334,0.0,3.3019272488946267,0.5350950905814501,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,0,0.75,0.0,1.3877787807814457e-17,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0833333333333333,0,0,0.0,0,0
107-02-8,0.0,0,0.0,247.660437,0.51402,4.75,1.2326165871142485,0.0,0.0,-0.0681,0.003,0.0,0.0,1.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
107-06-2,0.0,0,0.0,1403.701156,0.5822,2.0,1.166666666666667,0.0,0.0,0.0110775625000001,0.003,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,0,0.0,0.0,5.551115123125783e-17,1.555727023319616,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
107-13-1,0.0,0,0.0,208.603437,0.59375,7.75,1.1556992208503098,0.0,0.0,-0.0219,0.022,0.0,0.0,1.0,0.8982265179691364,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
108-60-1,0.0,0,0.3925305186667634,2951.1483,0.56434,5.0,1.0700111188798436,0.086183999999996,0.0,-0.2457919999999934,0.003,0.0023939999999998,0.0,0.25,0.5933400093427682,0.0,0.0,70.35210304871443,1.0587688614540465,0.0,0.0,2,0.0,0,0,0.0,0.0,6.167905692361981e-17,1.2971724965706448,0,0,0.0,0,0,0,0.0,0,0.6803629068604715,0.0,0,0,0.0,0,0
108-88-3,74.29677419354839,1,0.6865303783513905,943.312445,0.71429,9.5,1.0156250000000002,0.0177079466666657,0.0,-0.0518589866666662,0.003,0.0014756622222221,0.0,6.083643418932058,0.6054933386198771,0.0,0.0,31.083744430930263,0.0,0.0,0.0,0,0.0,0,0,0.8571428571428571,0.0,0.001635681592651,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.1020620726159657,0,0,0.0,0,0
108-90-7,0.0,0,1.5366404185432303,1480.974599,0.66496,10.25,1.0099833909599538,-0.0649390625,0.0,-0.1299831874999999,0.003,-0.0216463541666666,0.0,6.083643418932058,0.4976786026332263,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.8571428571428571,0.0,0.001635681592651,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.1020620726159657,0,0,0.0,0,0
108-95-2,92.9796918767507,1,1.404065776811365,998.723637,0.58823,10.25,1.1857882732624223,-0.04573675739645,0.0,-0.1844648520710055,0.546,-0.0076227928994083,0.0,6.083643418932058,0.6182464502057431,0.0,0.0,31.083744430930263,0.0,0.0,0.0,0,0.0,0,0,0.8571428571428571,0.0,0.0016356815926511,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0.1020620726159657,0,0,0.0,0,0
111-44-4,0.0,0,0.5252513915799657,1686.856574,0.53451,4.0,1.106624711132323,-0.2077163200000017,0.0,0.2258126400000016,0.003,-0.0115397955555556,0.0,2.94168275343288,0.6245948969456039,0.0,0.0,125.43893248486216,0.0,0.0,0.0,2,0.0,0,0,0.0,0.0,1.5860328923216518e-17,1.320644718792867,0,0,0.0,0,0,0,0.0,0,1.0451973977995064,0.0,0,0,0.0,0,0
111-91-1,48.96153846153846,0,0.9652295341869236,2119.612904,0.49922,5.5,1.0230923152319882,0.2022351357340731,1.09861228866811,0.142693130193907,0.003,0.0084264639889197,-0.0249559083003129,3.68599400796656,0.6778614869719689,0.0043653856982311,0.0,159.3157750770554,0.0,0.0,11.435669444444413,2,0.0,0,0,0.0,0.0,1.2335811384723961e-17,1.2387692901234568,0,0,1403.701156,0,0,0,0.0,0,1.0713314386412292,0.0,0,0,0.0,0,0
117-81-7,78.88888888888889,1,1.3889705272387554,7088.26841400002,0.58823,24.5,1.1518377550198162,2.222887338842909,5.23627572560905,0.7573069090909167,0.003,0.012999341162824,-0.1956191549466941,16.3074637616075,0.5963714305404663,0.1462799637370138,0.0,150.10546953836229,0.7349848502657498,0.0,-1.8987956241322232,0,0.0,0,0,0.2142857142857142,0.0,1.982541115402065e-18,1.1350502404558702,0,0,6443.4654180000025,0,1,0,0.0,0,1.0697572032675324,0.0833333333333333,0,1,0.0,0,1
118-74-1,0.0,0,0.0,13082.486763,0.5822,16.5,1.2222222222222223,0.3985807499999991,3.84079549613978,-0.398580750000001,0.003,0.1328602499999997,0.0,0.0,0.2789429456511298,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0,0,0.5,0.0,1.8503717077085938e-17,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.037037037037037,0,0,0.0,0,0
121-14-2,0.0,0,1.1196994829347384,3300.588278,0.43445,20.0,0.9226319932239758,-1.3869125872576138,4.86825534439525,-0.4558461939058225,0.003,-0.0462304195752537,-0.0187041307866995,1.6509636244473134,0.8078347747194923,0.0,0.0,172.35889981471598,0.0,0.0,0.0,0,0.0,1,0,0.4615384615384615,0.0,0.0037224001476158,0.0,0,0,0.0,0,0,0,0.0,1,0.5972611093746485,0.0680413817439771,0,0,0.0,0,0
122-66-7,0.0,0,1.535076582461382,2736.158551,0.64151,21.0,1.1582788985253922,-0.172735147928994,4.72184149279178,-0.0639435502958568,0.003,-0.0045456617876051,0.0111485531565862,12.737873119605036,0.4867169578010953,-0.0009622087537968,0.0,193.8098894708557,0.0,0.0,-3.084629276415881,0,0.0,1,0,1.0,0.4547222222222222,9.912705577010326e-18,0.0,0,0,778.8984039999998,0,0,0,0.0,0,0.9612149911513612,0.2041241452319315,0,0,0.0,0,0
124-48-1,0.0,0,0.0,0.0,1.07237,1.75,1.3329849668782678,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.6277293767706428,0.0,0.0,0.0,1.464506172839506,0.0,0.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
127-18-4,10.887096774193548,0,0.0,5026.81,0.55556,5.0,1.25,0.0,0.0,0.2361960000000006,0.003,0.0,0.0,0.0,0.355245321275764,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0,0,0.0,0.0,7.401486830834377e-17,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
131-11-3,0.0,0,0.7718687196665879,3561.0427,0.49223,17.5,0.6507301091447253,1.265307749999999,4.7996570280525,-0.1286815833333336,0.003,0.0324437884615384,-0.1712666349964504,3.965406456500188,0.6591232116726949,0.0245199322962486,0.0,134.12406213265268,0.0,0.0,11.202486548611128,0,0.0,0,0,0.4285714285714285,0.0,1.1895246692412392e-17,0.0,0,0,78.738912,0,0,0,0.0,0,1.446942142979416,0.0833333333333333,0,0,0.0,0,1
14265-45-3,56.06060606060606,1,0.0,0.0,0.34161,3.75,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,2.775557561562892e-17,0.0,1,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
1634-04-4,32.24137931034483,0,0.0368711537470938,832.184139,0.57047,3.0,0.800042957726463,0.2796853333333295,0.0,-0.982998370370366,0.003,0.0103587160493825,0.0,0.0,0.493208311045421,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0180352690572169,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
32598-13-3,78.30188679245285,1,0.6539201222030385,8278.10223,0.63525,23.5,0.7545820507416314,0.0309952066115686,6.30581897847558,0.316913867768595,0.003,0.0009116237238696,-0.0613517880932785,5.469631815745401,0.5411201791593216,-0.0002868213115222,0.0,247.60382981380897,0.0,0.0,63.97330148760352,4,0.0,0,0,0.75,0.0,0.0,0.0,0,0,3436.4521000000004,0,0,0,0.0,0,1.0549213983200545,0.1360827634879543,0,0,0.0,0,0
3268-87-9,80.94048096192384,1,0.6895357258694946,20145.961765,0.55225,31.0,0.9503224853789498,0.7632857024793389,6.63676642947202,-0.1879776033057854,0.003,0.0272602036599763,-0.1050653442965116,0.0,0.4903549449600559,0.0491294047681332,0.0,455.87407721129983,0.0,0.0,75.35028957851242,8,0.0,0,0,0.6363636363636364,0.0,7.569702440626067e-18,0.0,0,0,9243.3748,0,0,0,0.0,0,0.2538765296006467,0.1296296296296296,0,0,0.0,0,0
35822-46-9,81.69354838709678,1,0.6443845529511113,17546.589583,0.55468,29.75,0.6905514755366967,0.9288554999999996,6.56014625795001,-0.3366992500000002,0.003,0.0331734107142856,-0.1103657475789445,0.0,0.6008331553544386,0.0232534970395798,0.0,411.1520594057188,0.0,0.0,53.17450900165301,7,0.0,0,0,0.6666666666666666,0.0,0.0020138636929275,0.0,0,0,8022.405900000001,0,0,0,0.0,0,1.10627577717569,0.137953513755244,0,0,0.0,0,0
39001-02-0,0.0,0,0.9447798823650744,19271.380971,0.575,31.0,0.8952950283388351,-0.3957533174603179,7.5147401538076,-0.0877463265306119,0.003,-0.0141340470521542,0.0254902522810767,0.0,0.5663423834343752,0.0751390895980827,0.0,466.2885548792658,0.0,0.0,205.06103619274384,8,0.0,0,0,0.6190476190476191,0.0,1.0573552615477679e-17,0.0,0,0,3770.1075,0,0,0,0.0,1,0.3804084531041341,0.2555177587246798,0,0,0.0,0,0
51-28-5,0.0,0,0.9963772645698326,3407.839482,0.39806,20.75,1.110943945385208,-1.2076456885813112,4.86825534439525,-0.9184677231833972,0.021,-0.0603822844290655,-0.0555204823831561,1.6509636244473134,0.845224173069128,0.0,0.0,172.1486775486333,0.0,0.0,0.0,0,0.0,1,0,0.4615384615384615,0.0,0.0037224001476157,0.0,0,0,0.0,1,0,0,0.0,1,0.4384367433044548,0.0680413817439771,0,0,0.0,0,0
534-52-1,0.0,0,0.7568161550106695,3931.924097,0.41339,21.25,0.8769658366849921,-0.4331364799999999,5.12433593402908,-0.6278732800000016,0.021,-0.0135355149999999,-0.0555240488388847,0.4999999999999999,0.8524398460347834,0.0,0.0,109.44803744733714,0.0,0.0,0.0,0,0.0,1,0,0.4285714285714285,0.0,0.0038778208248298,0.0,0,0,0.0,0,0,0,0.0,1,0.6820977466760303,0.0555555555555555,0,1,0.0,0,0
56-23-5,0.0,0,0.0,0.0,0.53776,3.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.1109175070825711,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0,0,0.0,0.0,2.220446049250313e-17,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
62-75-9,0.0,0,0.0,541.684842,0.42105,4.25,0.4905249184543828,0.0,0.0,-0.5368319999999998,0.003,0.0,0.0,0.0,0.5398672663189945,0.0,0.0,0.0,0.0,1.19444444444444,0.0,0,0.0,0,0,0.0,0.0,0.0121620326439282,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
621-64-7,0.0,0,0.7640830896981553,1648.581488,0.52542,6.25,1.231098121569635,-0.744878578449903,0.0,-0.1019618903591692,0.003,-0.0206910716236084,-0.0012118498110053,2.94168275343288,0.639474423332897,0.0047822647844631,0.0,77.58499273036983,0.0,1.55555555555556,21.64555396786387,0,0.0,0,0,0.0,0.0,1.2335811384723961e-17,0.9918055555555556,0,0,9.144576,0,0,0,0.0,0,0.9017158528466458,0.0,0,1,0.0,0,0
67-64-1,82.10526315789474,1,0.0,169.40448,0.51402,3.25,0.9146671021485776,0.0,0.0,-0.8332012799999982,0.003,0.0,0.0,0.0,0.4729032506370176,0.0,0.4013888888888889,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,2.775557561562892e-17,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
67-72-1,0.0,0,0.0,11310.3225,0.54412,5.0,1.1666666666666667,0.0,0.0,0.2989355624999993,0.003,0.0,0.0,0.0,0.2704260414863776,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0,0,0.0,0.0,7.63278329429795e-17,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
71-43-2,0.0,0,0.0,584.173803,0.71429,9.0,1.2222222222222223,0.0177869999999995,0.0,-0.0177870000000003,0.003,0.0059289999999998,0.0,9.125465128398089,0.2789429456511298,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0.0,1.2027416100105862e-16,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.125,0,0,0.0,0,0
71-55-6,0.0,0,0.0,321.6024,0.56556,2.75,0.4067688721563157,0.0,0.0,-1.7078061093749992,0.003,0.0,0.0,0.0,0.603759374819711,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0,0.0,0.0,2.220446049250313e-17,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
72-43-5,60.56802244039271,1,0.4956884148275718,7036.191982,0.59099,25.75,0.7052821901678065,-0.950345038580247,5.94640180247107,-0.9640708603395056,0.003,-0.0101100536019175,0.3535374960437858,8.691901917570458,0.6332169954784115,0.0476763483565947,0.0,179.24400797125762,0.54617388930881,0.0,14.480963975308631,3,0.0,0,0,0.6190476190476191,0.0,3.1720657846433036e-17,0.0,0,0,4313.098277000005,0,0,0,0.0,0,1.0719537535735677,0.1666666666666666,0,0,0.0,0,0
74-87-3,78.68852459016394,1,0.0,0.0,0.5822,0.75,0.92863148593289,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.3904362833084089,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
75-00-3,37.49999999999999,0,0.0,113.297184,0.61539,1.25,1.0764455017417447,0.0,0.0,-0.194895984375,0.003,0.0,0.0,0.0,0.7185463540765221,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.0,0.0,1.8503717077085943e-16,1.4135802469135803,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
75-01-4,0.0,0,0.0,73.499328,0.61539,2.75,1.0890944864022731,0.0,0.0,-0.192942,0.022,0.0,0.0,0.0,0.8710490642551527,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.0,0.0,1.8503717077085943e-16,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
75-09-2,25.000000000000004,0,0.0,0.0,0.55556,1.5,1.189226958276819,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.4554587535412856,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,0,0.0,0.0,1.480297366166875e-16,1.5771604938271606,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
75-25-2,61.11111111111112,1,0.0,0.0,1.49999,1.5,1.3317210842792215,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.3904362833084089,0.0,0.0,0.0,1.534722222222222,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
75-35-4,0.0,0,0.0,142.9344,0.5822,3.5,0.5566884576532071,0.0,0.0,-0.742952888888889,0.003,0.0,0.0,0.0,0.7420981285103057,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,0,0.0,0.0,2.775557561562892e-17,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
77-47-4,0.0,0,0.0,13906.3969,0.57437,10.0,1.2222222222222223,0.0,0.0,-0.8125337603305796,0.003,0.0,0.0,0.0,0.7372137942564655,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0,0,0.4545454545454545,0.0,0.0031345495616744,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.3333333333333333,0,0,0.0,0,0
78-59-1,0.0,0,2.84913210730352,2275.905003,0.62232,8.25,0.8932147934464385,-1.2097199999999897,0.0,-0.4082639999999959,0.003,-0.033603333333333,0.0,1.5000000000000004,0.7249644671600353,0.0,0.3559027777777778,31.08374443093024,0.0,0.0,0.0,0,0.0,0,0,0.6,0.0,0.0036855519311986,1.0681944444444444,0,0,0.0,0,1,0,0.0,0,0.0,0.0589255650988789,0,0,0.0,0,0
79-00-5,0.0,0,0.0,2694.105128,0.56556,2.75,1.082233578387739,0.0,0.0,-0.1484281093749995,0.091,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,1.2841220850480108,0.0,0.0,3,0.0,0,0,0.0,0.0,0.0121620326439282,1.6145404663923182,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
79-01-6,0.0,0,0.0,2584.8722,0.56556,4.25,0.9814713025625976,0.0,0.0,-0.0801142222222223,0.022,0.0,0.0,0.0,0.8710490642551527,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0,0.0,0.0,0.0121620326439282,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
79-34-5,0.0,0,0.0,5170.760464,0.55556,3.5,1.1666666666666663,0.0,0.0,0.1062760000000009,0.179,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.648834019204389,0.0,0.0,4,0.0,0,0,0.0,0.0,7.401486830834377e-17,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
8001-35-2,0.0,0,0.8164931343802633,23430.566023,0.59242,12.5,0.6619056059394902,-1.4708416094674537,4.30406509320417,0.3746508343195266,0.041,-0.022285478931325,0.0,0.4999999999999999,0.8363491895743359,0.0,0.0,137.23333099160376,2.479004629629629,0.0,0.0,8,4.242640687119286,0,0,0.3888888888888889,0.0,0.0075800781142565,1.6131910150891633,0,1,0.0,0,1,0,0.0,0,1.267201752558479,0.5920655178622098,0,0,0.0,0,0
84-66-2,53.21285140562249,1,1.0315935334902653,3934.311486,0.51402,18.5,0.9050726851544082,0.5834742400000074,4.96959626213619,-0.6812131199999993,0.003,0.0114406713725491,-0.0342969752449612,4.757576788076334,0.6772581055244612,-0.0708240183371987,0.0,169.87082427278136,0.0,0.0,-7.513428142857133,0,0.0,0,0,0.375,0.0,8.326672684688674e-17,0.2738025951121192,0,0,643.594226,0,0,0,0.0,0,1.423870842289885,0.0833333333333333,0,0,0.0,0,1
84-74-2,50.980392156862735,1,1.509575589958704,4809.09833000001,0.54687,20.5,1.073821589460159,0.980176435374156,5.08740341538998,0.1822833741496589,0.003,0.013069019138322,-0.1098640815785896,10.3424241107555,0.6665901420746032,0.0146595930096887,0.0,186.1261154266424,0.0,0.0,-8.134871205128189,0,0.0,0,0,0.3,0.0,0.0,0.9523673051019662,0,0,2840.853646000004,0,0,0,0.0,0,1.2803742709970027,0.0833333333333333,0,1,0.0,0,1
85-68-7,66.7,1,1.4844886920416622,5620.65379500001,0.56522,28.5,1.0254043659962258,1.2826010405624837,5.43821516925898,0.222940255273119,0.003,0.0166571563709413,-0.1290754495719283,16.000999950377043,0.7133072066913723,0.0439788371161413,0.0,200.33621120731777,0.0,0.0,-4.837287513250414,0,0.0,0,0,0.6521739130434783,0.0,0.0013773314955519,0.938535849899382,0,0,4038.321118000006,0,0,0,0.0,0,1.068923093303236,0.1853954059492991,0,1,0.0,0,1
86-30-6,0.0,0,1.142774236080017,3479.6203,0.59116,22.75,1.1302908388921795,-0.9395001087999976,5.41052935715496,-0.0913392127999995,0.003,-0.0223690502095237,-0.0089073018424745,13.995261637820173,0.4941354464635174,0.0014094672646768,0.0,175.92566218006442,0.0,1.36111111111111,10.226616235294133,0,0.0,1,0,0.8666666666666667,0.0,7.771561172376094e-17,0.0,0,0,249.24933700000005,0,0,0,0.0,0,1.1907290913470063,0.2041241452319315,0,1,0.0,0,0
87-68-3,0.0,0,0.0,8982.516321,0.56556,9.0,1.25,0.3401222399999997,0.0,-0.1488034800000001,0.003,0.0850305599999999,0.0,0.0,0.5785580060704263,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0,0,0.0,0.0,6.938893903907227e-17,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0
88-06-2,0.0,0,0.5708904022253544,4721.766069,0.55744,14.0,0.6822027665523727,0.3224428934911242,2.78423933945976,-0.3772148698224856,0.502,0.0537404822485207,0.0,0.4999999999999999,0.7764322346416845,0.0,0.0,125.1611140567369,0.0,0.0,0.0,3,0.0,0,0,0.6,0.0,0.0031980418539612,0.0,0,0,0.0,0,0,0,0.0,0,3.036304336481884,0.0555555555555555,0,0,0.4523548534609203,0,0
91-94-1,0.0,0,0.4456902979748571,5781.213654,0.61539,23.5,0.8078681599342786,0.2093720473372764,6.30581897847558,0.2505203431952666,0.497,0.0045515662464625,-0.1211725051191575,5.469631815745401,0.6439795029551799,0.1227169298385857,0.0,213.37223729249013,0.0,0.0,27.95694742764929,2,0.0,1,0,0.75,0.0,4.163336342344337e-17,0.0,0,0,1462.7957819999992,0,0,0,0.0,0,1.128371494775652,0.1360827634879543,0,0,0.3773565170047564,2,0
92-87-5,0.0,0,0.3728324627683188,3092.188946,0.64151,21.0,1.0051973765030626,0.1807189585798793,6.07268444623508,-0.2030281656804723,0.497,0.003928673012606,-0.037014084472584,9.907484227384668,0.5581428118507074,-0.0513066436492344,0.0,158.20515465316487,0.0,0.0,-2.00044108660569,0,0.0,1,0,0.8571428571428571,0.0,8.128418573148467e-17,0.0,0,0,497.937594,0,0,0,0.0,0,1.0611476890553266,0.1666666666666666,0,0,0.0,2,0
98-95-3,0.0,0,1.3348140918896143,1691.297721,0.49393,14.25,1.1865690734847938,-0.959677979591834,3.84079549613978,-0.0085598163265334,0.003,-0.1066308866213148,0.0,6.083643418932058,0.6554689475548862,0.0,0.0,82.0136306254668,0.0,0.0,0.0,0,0.0,1,0,0.6666666666666666,0.0,0.003428560981791,0.0,0,0,0.0,0,0,0,0.0,1,0.8774333805085054,0.1020620726159657,0,0,0.0,0,0
101202,91.64179104,1,1.4736016913561387,7128.718346,0.57766,28.0,0.9159636519529918,-0.8883850535714295,5.23660817242062,-1.1742157831632665,-0.0959999999999999,-0.021152025085034,0.1896078035124334,5.437138445508412,0.6525346452654996,-0.0480361936308542,0.0,223.31962990310925,0.0,0.0,-3.2932088947704368,3,0.0,1,0,0.7894736842105263,0.4631511313373086,0.0026753515374938,0.0,0,0,3102.303456000001,0,0,0,0.0,0,0.8652969873381713,0.1513747150773104,0,0,0.0,0,0
103902,100.0,1,0.4955376793580179,2105.334351,0.52595,15.0,1.0539673781217016,0.276325859999999,4.20189018878526,-1.3723376299999976,0.455,0.0106279176923076,0.1906811026685222,3.3019272488946267,0.8061642034028318,-0.094801659640032,0.5271853741496598,117.44658905846327,0.0,0.0,-50.0645432875,0,0.0,1,0,0.5454545454545454,0.5198611111111111,0.0064251342094955,0.0,0,0,76.61505600000001,1,1,0,0.0,0,1.037467018381057,0.0833333333333333,0,0,0.0,0,0
