CAS,Median PR,Class,GATS5c,ATS3m,ETA_Psi_1,ETA_Beta,GATS2v,ATSC5e,piPC7,ATSC3e,MLFER_A,AATSC5e,ATSC7c,MDEC-22,SIC2,ATSC8c,minHCsatu,AATS6v,SsssCH,SsssN,AATSC8m,nCl,MDEC-44,PubchemFP377,SubFP40,FMF,minHssNH,VE2_D,maxssCH2,khs.dssS,FP490,ATS8m,FP184,ExtFP763,ExtFP636,minHBint10,ExtFP738,GATS6v,SCH-6,AD2D395,FP350,minHBint3,khs.sNH2,ExtFP701
114078,0.0,0,1.0918610875504555,19987.8434770001,0.50434,35.0,1.0001391372776995,-0.9680305630566008,5.30330490805908,-0.0566030721057545,0.415,-0.0019055719745208,-0.0314602710170508,0.7220329629736978,0.6748138157177658,-0.0003055692590085,0.7015819310008975,136.56767336402885,-14.464832661951206,1.88334619622766,-0.7570271759347943,0,0.4149132666831218,0,1,0.5490196078431373,0.0,0.0013352545537367,0.5364040203572203,0,0,26733.0467430001,0,1,0,-1.190159624675285,0,0.8714277302770861,0.1036680779880243,0,1,-0.7232492480385058,0,0
1159826,78.50556403499999,1,0.9481094704082672,6379.225966,0.64789,26.5,0.8818605508892157,-0.0588589807407392,6.37459883473113,-0.1724645451851838,0.348,-0.0004562711685328,0.0047348843279396,17.91796510902725,0.7349213913156462,0.0642539047898574,0.4754733560090703,150.73196719561045,-0.4332418955236414,2.19485930020156,-2.8878207976901664,0,0.0,0,0,0.6818181818181818,0.0,0.0182142181413412,1.0241938303099016,0,1,2947.6713750000017,1,1,0,0.0,0,1.101247505880934,0.1666666666666666,0,1,0.0,0,1
1163195,94.13714509,1,0.7547079581585732,77596.566158,1.12167,30.0,0.9545790467198568,0.440389867674859,6.02284208280024,-0.146636521739132,0.003,0.0157282095598163,-0.0725014525750495,0.0,0.4355250928004834,0.015471943586888,0.0,534.2098858172754,0.0,0.0,204.8223194960524,0,0.0,0,0,0.5652173913043478,0.0,1.9308226515220122e-17,0.0,0,0,58899.273400999984,0,0,0,0.0,0,0.8865949920034494,0.074074074074074,0,0,0.0,0,0
1175060,100.0,1,0.720255293934577,10298.040589,0.64885,18.0,1.1340829154727754,0.9622249152000178,5.37989735354046,-0.4275467072000357,0.348,0.0027335935090909,-0.0719375048743796,12.593130739707394,0.5899249272050875,0.0605443828710758,0.4291666666666667,111.02695192597216,4.472618885259386,0.0,3.0085311261907046,0,0.25,0,0,0.5862068965517241,0.0,0.0110399528150711,1.3891659842949526,0,0,5656.327189000038,0,1,0,0.0,0,0.8387913541368747,0.384805740894417,0,0,0.0,0,0
1222055,43.84615385,0,0.5706331858989303,6714.394515,0.66351,17.0,0.7651910331288291,0.0809380799999977,6.15419439186157,-0.0986294399999965,0.003,0.0004846591616766,-0.0218836852852605,2.1822472719434427,0.6153548887836892,-0.0525578500701763,0.0,112.09033069206146,1.193468442932728,0.0,-0.2570803696581084,0,0.4999999999999999,0,0,0.6842105263157895,0.0,0.0067684609374456,0.8662318121693121,0,0,607.6728000000013,0,1,0,0.0,0,0.8215004967128909,0.4322009312058539,0,1,0.0,0,1
134523005,71.3592233,1,1.260357700397587,11464.5907095216,0.55889,51.75,1.0396546700995273,-2.541317393351849,7.57536026741119,-2.08788250692524,0.589,-0.0114991737255739,-0.4558000517750997,26.14120216760304,0.7463069741119097,0.2293442186365061,0.7475344101614707,194.373926546544,-2.2704450247331343,0.0,-2.658626436058816,0,0.0,1,0,0.6097560975609756,0.3574304239419852,0.009972111510516,0.277412446460066,0,0,15083.711475027249,0,1,0,1.1121659319968982,1,1.0359101597032314,0.4809665478760644,0,0,0.0,0,1
134623,91.551330095,1,1.1924883417416874,3394.289203,0.61398,15.5,0.906579481316124,-0.6196607200832438,4.60517018598809,-0.0566013277835553,0.003,-0.0091126576482829,-0.0009368729763041,5.087561571431172,0.7378262790815607,-0.0010729830919969,0.0,123.69163468308192,0.0,1.82814814814815,-0.3995218266686159,0,0.0,0,0,0.4285714285714285,0.0,0.0026017186845234,0.7671381330309901,0,0,264.49516800000026,0,0,0,0.0,0,0.9930235904126514,0.0833333333333333,0,0,0.0,0,0
137862534,98.184786415,1,1.2783734725243772,8621.77665699999,0.5618,39.0,0.9978994984604006,-1.2622226681000157,7.03236909829142,0.4656495748454783,0.89,-0.0072541532649426,-0.0291941752653466,15.179160903284105,0.7829332323207601,-0.0219058069386977,0.6012776593084306,160.8517131783425,-1.0581618887653137,1.50488699395175,2.0876341531534885,0,0.0,0,0,0.53125,0.0,0.001694873391277,0.8824206096163303,0,0,5646.55514900001,0,1,0,1.089115090396361,0,1.0298981540208436,0.25,0,1,0.7303479621355166,0,0
139844,85.0,1,0.9059827448668332,3041.891096,0.6546,14.75,1.2753720120930898,-0.1180657700000002,3.92937164376276,0.0191396899999991,0.546,-0.0013570778160919,-2.1993134979720426e-05,18.35647193519093,0.625758299130623,-0.0001611271947927,0.0,116.52173926441856,0.0,0.0,-0.0830733633333307,0,0.0,0,0,0.375,0.0,0.0133848567397178,1.391493186780885,0,0,1573.436643999997,1,1,0,0.0,0,0.9281643508776344,0.0833333333333333,0,0,0.0,0,1
147217752,61.18935837,1,0.8446558704821975,11054.417422,0.84931,23.0,0.7770478091214922,0.1209955935727789,5.34023875651159,0.0499143478260879,0.003,0.0043212711990278,-0.034834105718369,6.400421688677354,0.6043781440706826,0.0200467716931958,0.0,287.9657435616383,0.0,0.0,181.19682324963856,0,0.0,0,0,0.8125,0.0,0.0001009063013474,0.0,0,0,8687.176537,0,0,0,0.0,0,1.0895408683474388,0.1513747150773104,0,0,0.0,0,0
148798,0.0,0,0.9843825351336756,3182.136924,0.62426,23.5,0.9718180619966597,-0.2016437959183678,6.73126978420087,0.1569028979591841,0.416,-0.0074682887377173,-0.0114645039869312,4.68483648103011,0.8915855958585936,0.0011126429313416,0.0,224.7778320513362,0.0,0.0,-17.462599554195016,0,0.0,1,0,1.0,0.0,0.0039338061329722,0.0,0,1,117.12556800000002,0,0,0,0.0,0,1.0171908459036736,0.3583049857101765,0,0,0.0,0,0
15307865,67.5,1,0.7306012854029554,6403.343805,0.57184,26.5,0.955446161993635,0.2728902399999998,5.62164556177601,-0.5574057599999995,0.591,0.0046252583050847,-0.2219649571556253,8.015002269790575,0.761143649094886,0.2629099057293829,0.7400469655454773,222.36147084386445,0.0,0.0,19.89898819588588,2,0.0,1,0,0.6842105263157895,0.3092746913580246,0.0025638730689305,0.0486337081128747,0,0,3589.076558000002,0,0,0,0.0,0,0.9720564066459148,0.1513747150773104,0,0,0.2429339087014715,0,0
154212,1.2918578959999998,0,1.140507874404768,9917.941506,0.51425,18.5,1.1516102443797616,-0.2801254474603887,4.44265125649032,2.806742790916389,0.841,-0.0014743444603178,-0.0580679037801617,2.94168275343288,0.8005971392280581,-0.1117114945703049,0.683564027462837,135.78892922690622,-6.8537489624259855,2.02476818024878,-3.072068600139378,0,0.0,0,0,0.5,0.2680070809187872,0.0065399453679168,1.0792016498558914,0,1,6236.007068000013,0,1,1,0.0,0,0.9917861046943348,0.2651829033271218,0,1,-0.5436343513412959,0,1
15687271,99.72556391,1,0.8961193934433949,3502.70527500001,0.59557,15.5,1.025306358725525,-0.1830637539026629,4.9728468880346,-0.179189535353535,0.591,-0.0026151964843237,0.039087621136549,4.883593419305869,0.7084713105959705,-0.0313862635506504,0.6718055555555555,113.85096245075138,0.2137474279835381,0.0,-6.122633146864546,0,0.0,0,0,0.4,0.0,0.0049687187561081,1.04338529856387,0,0,1202.504109999999,0,1,0,0.0,0,0.9703452590741416,0.0833333333333333,0,0,0.0,0,0
182346210,90.756663295,1,0.6504788299496502,27612.16315,0.9489,25.0,0.6667236428216432,0.4845003251417783,5.5704891489296,-0.1572137391304377,0.003,0.0173035830407778,-0.0309187653737242,3.138033853154327,0.646978312281574,0.0091873701173977,0.0,331.0727903112872,0.0,0.0,-23.776704267319232,0,0.0,0,0,0.7222222222222222,0.0,0.0028528200697755,0.0,0,0,18072.723593,0,0,0,0.0,0,1.0229343500479118,0.1235969372995327,0,0,0.0,0,0
182677301,100.0,1,0.6174442407489329,35891.036014,0.99078,26.0,0.6344392995735908,0.669289907372401,5.66545303087102,-0.3633331739130461,0.003,0.0239032109775857,-0.0364922521937032,1.7203065102465214,0.6202514033800703,-0.0075787794494867,0.0,359.8108214777196,0.0,0.0,-37.98342355565469,0,0.0,0,0,0.6842105263157895,0.0,0.0003760779261456,0.0,0,0,25403.976601,0,0,0,0.0,0,1.004080943703744,0.1111111111111111,0,0,0.0,0,0
18559949,38.81278539,0,0.9661694957715944,4367.543662,0.54109,16.25,0.993616219499481,0.1033365013850399,4.70924863014336,-0.5064442354570606,1.079,0.0011610842852251,-0.0673374939818084,3.61939931847957,0.7791654549920545,-0.0964407766866715,0.0,131.88311932393276,-0.6526620370370371,0.0,2.539768208380653,0,0.0,0,1,0.3529411764705882,0.2098327664399092,0.0070098465546632,0.4297061602418743,0,0,1615.2854879999968,1,0,0,0.0,0,0.9796078369184164,0.0680413817439771,0,1,1.2744420882936502,0,0
189084615,80.55693069,1,0.4664647402899466,18150.56035,0.90206,24.0,0.7137742888616466,0.7172275538752363,5.46911443749004,-0.6853385652173911,0.003,0.0256152697812584,0.0064345476058743,4.521885820149877,0.6514418345276095,-0.0103107333610774,0.0,279.923935201573,0.0,0.0,-217.1815059272768,0,0.0,0,0,0.7647058823529411,0.0,0.0004486817606018,0.0,0,0,11768.617609,0,0,0,0.0,0,1.069001572568166,0.1360827634879543,0,0,0.0,0,0
189084626,71.86507937,1,0.7685331063100171,25557.869102,0.90206,24.0,0.7137742888616465,0.3421997712665403,5.47620201145663,0.3736644347826097,0.003,0.0122214204023764,0.0044583878945409,6.0105062942569765,0.6634092457223221,-0.0045272944482864,0.0,302.0784829408082,0.0,0.0,-405.4247387866117,0,0.0,0,0,0.7647058823529411,0.0,0.0086388014941276,0.0,0,0,3569.2719130000005,0,0,0,0.0,0,1.2629267919528322,0.1474229937786172,0,0,0.0,0,0
189084648,89.05027933,1,0.7467283727595639,16345.735454,0.9489,25.0,0.6667236428216433,0.4162663686200387,5.50748876029536,-0.2775977391304374,0.003,0.0148666560221442,-0.0960763303448664,2.760751865969747,0.6350109010868613,0.0661478084981413,0.0,353.4836142545688,0.0,0.0,509.841335343934,0,0.0,0,0,0.7222222222222222,0.0,0.0030043998483296,0.0,0,0,23270.155384999995,0,0,0,0.0,0,1.022934350047912,0.1235969372995327,0,0,0.0,0,0
189084682,100.0,1,0.5589103589368715,50394.487694,1.02844,27.0,0.6184202978114376,0.8273259092627612,5.76548494675581,-0.2446938695652213,0.003,0.0295473539022414,-0.0619574958794473,1.6509636244473134,0.6283129664601077,-0.0235370523584024,0.0,373.9235608568897,0.0,0.0,-124.17459707105556,0,0.0,0,0,0.65,0.0,0.0075701218382308,0.0,0,0,32735.22960899999,0,0,0,0.0,0,1.3576169593439924,0.1050784187810142,0,0,0.0,0,0
207122154,90.1758794,1,0.541513339177518,29666.457198,0.99078,26.0,0.6344392995735908,1.0624189073724009,5.63879941027948,-0.756462173913046,0.003,0.0379435324061571,-0.0365266980644696,1.4324702914936969,0.6202514033800703,-0.0075906260683355,0.0,359.8108214777196,0.0,0.0,-37.98342355565469,0,0.0,0,0,0.6842105263157895,0.0,0.0,0.0,0,0,25403.976601,0,0,0,0.0,0,1.004080943703744,0.1111111111111111,0,0,0.0,0,0
207122165,91.85628743,1,0.5589103589368715,50394.487694,1.02844,27.0,0.6184202978114376,0.8273259092627612,5.76548494675581,-0.2446938695652213,0.003,0.0295473539022414,-0.0619574958794473,1.6509636244473134,0.6283129664601077,-0.0235370523584024,0.0,373.9235608568897,0.0,0.0,-124.17459707105556,0,0.0,0,0,0.65,0.0,0.0075701218382308,0.0,0,0,32735.22960899999,0,0,0,0.0,0,1.3576169593439924,0.1050784187810142,0,0,0.0,0,0
20830755,100.0,1,0.8238505897640604,21645.6273890001,0.51117,39.25,1.0909511964744776,2.034148000000026,6.07534603108868,-1.350875999999986,1.717,0.003809265917603,0.7413617996568619,12.37415378740691,0.6472409761787792,-0.0877086222870176,0.5840262250115333,130.9766196852063,-9.37322785985959,0.0,-0.8642305896163774,0,1.3103706971044482,0,0,0.7413793103448276,0.0,0.0043065433707329,0.9691258081379694,0,0,14460.88626699997,1,1,0,-1.172898242613442,0,0.941336135312034,0.7629555243091446,0,0,0.962115217105624,0,0
22071154,43.98,0,1.0445083922842155,4879.653788,0.57692,25.75,0.9958002020839716,-0.7127816675849405,5.83936904562088,-0.2132038971533518,0.591,-0.0104820833468373,0.1378340920800666,11.20509868850126,0.7114162238100619,-0.0233757336111142,0.7445752236079617,178.62290121479222,-0.6217376333249356,0.0,-0.7659296449560452,0,0.0,0,0,0.6842105263157895,0.0,0.0006713406683086,0.0,0,0,1925.8681859999983,0,0,0,0.0,1,1.061057251012365,0.1853954059492991,0,0,0.0,0,0
22139771,100.0,1,1.4062505959959246,3365.418699,0.60209,23.5,1.072180777764573,-0.6479448163265306,5.6021188208797,-0.4401145306122456,1.089,-0.0147260185528756,0.0669504904903111,13.882313745988965,0.6675117886492866,-0.0143510581484542,0.0,182.5690985821164,0.0,0.0,-8.960348775510202,0,0.0,0,0,0.875,0.0,0.0054374667648528,0.0,0,0,1607.9980719999987,1,0,0,0.0,0,0.9119543296322888,0.1701034543599429,0,0,0.0,0,1
22204531,99.416981605,1,0.7631693457875319,4487.194274,0.56338,22.0,0.8340769631719904,-0.1193088699271625,6.39843893235086,-0.6144531321540067,0.591,-0.0016804066186924,0.0064742969287807,5.99922880524203,0.8110461399267626,-0.1653687231278351,0.7164214852607709,155.74367420776872,-0.4847206737633331,0.0,6.561648013527584,0,0.0,0,0,0.5882352941176471,0.0,0.0001413897119004,0.0,0,0,1103.6205729999986,0,0,0,0.0,0,1.0771091051679025,0.1360827634879543,0,0,0.0,0,0
22916478,100.0,1,1.3651092403920189,8901.724933,0.59563,35.25,0.766741080555975,-0.6157864483892204,5.64412093059813,-1.0576066535174224,0.003,-0.0071603075394095,0.1038213584720993,12.21210477263966,0.7986239909158194,-0.0827387949092312,0.0,228.32756591808928,0.0833061609417424,0.0,2.866965808177187,4,0.0,0,0,0.84,0.0,0.0053760065596488,0.8196978561086071,0,0,9387.268040999998,0,0,0,0.0,0,1.0587583494583586,0.2381448361039201,0,0,0.0,0,0
243982823,80.44887506,1,0.4166858185263311,14705.99124,0.83333,25.25,0.6864397424536445,1.2414369999999997,5.54114098862907,-0.5744660000000007,0.555,0.0400463548387096,-0.0334324391480696,2.811547978000323,0.7127417393502399,0.0571971727162402,0.0,315.1974115539643,0.0,0.0,1.876263989400627,0,0.0,0,0,0.7222222222222222,0.0,0.0024329834550024,0.0,0,0,11391.130499,1,0,0,0.0,0,0.991335030469606,0.1235969372995327,0,0,0.0,0,0
25812300,74.64788732,1,1.117882631497792,4668.77288,0.57047,18.0,0.927469674376352,-0.4150884000000007,4.18918114504859,-0.3040752399999986,0.591,-0.0046120933333333,-0.0961320482647259,4.9223866387741655,0.7567872179607437,0.0104664873539692,0.0,127.31835835703392,0.0,0.0,3.110515614364402,0,0.0,0,0,0.3333333333333333,0.0,0.003744133189403,0.7427399848828421,0,0,2710.816775000003,0,1,0,0.0,0,0.9573460776302886,0.0680413817439771,0,0,0.0,0,1
29122687,40.49145299,0,0.8300396440139155,4217.21228500001,0.53658,19.25,1.111812627047323,-0.0730382058298631,4.85690119415421,-0.5916171564544875,0.554,-0.0008695024503555,0.2456711969455962,6.857230682034217,0.8292368304978569,-0.0697373403251057,0.6613734567901235,130.18390461017506,-0.212565408285973,0.0,0.0068501591810433,0,0.0,0,1,0.3157894736842105,0.2734281051340034,0.0033913173248088,0.4974460416627624,0,0,2189.7437239999986,0,0,0,2.375736301303061,0,1.089541835464768,0.0833333333333333,0,1,1.4560404447821471,1,0
298464,0.0,0,1.0444679217839483,5434.720145,0.60941,26.25,0.953678012248071,-0.3616140977777783,6.41376628698589,-0.3861958222222225,0.455,-0.0046962869841269,0.0143982560899942,14.076204298872891,0.6875142611278905,0.0172981603870122,0.0,139.24916260522764,0.0,1.5462962962963,20.496181522352963,0,0.0,1,0,0.8333333333333334,0.0,1.0793834961633468e-17,0.0,0,0,83.819232,0,0,0,0.0,0,1.25630048499006,0.1666666666666666,0,0,0.0,1,1
300629,95.9020979,1,1.2097752732306866,1718.907317,0.66216,11.25,1.135406007171522,-0.0569537466918705,3.59559846411071,-0.2211180113421532,0.18,-0.0016751101968197,-0.0006539318742418,7.732315986074721,0.7393414675713674,0.0095977287144731,0.0,92.49827137196628,0.2661111111111107,0.0,23.723676136105865,0,0.0,0,0,0.6,0.0,0.0079597369636799,0.9730555555555556,0,0,5.08032,0,1,0,0.0,0,0.9581727689180832,0.1020620726159657,0,0,0.0,1,0
313042,93.0,1,0.6008069527533106,9590.364478,0.67921,17.75,1.0880511107114177,0.1669475000000331,5.53733426701854,-0.3447182500000348,0.348,0.0004939275147929,-0.0066746009302114,15.301585299105966,0.6911173243260089,0.0136482533041399,0.2973994288297173,109.3731031957031,4.411147007663666,0.0,2.199294986500504,0,0.25,0,0,0.6071428571428571,0.0,0.0099326875781175,1.469440980095742,0,0,5180.0958190000365,0,1,0,0.0,0,0.8227614253795629,0.3936345532609666,0,0,0.0,0,0
337513721,90.642541085,1,0.6572883683369898,53631.511678,1.0625,28.0,0.6261180153462237,0.8390966786389427,5.83936904562088,-0.314808826086959,0.003,0.0299677385228193,-0.0584918341766466,0.3333333333333333,0.6082839921853579,-0.005609813599286,0.0,439.6977077538663,0.0,0.0,-19.366046767486083,0,0.0,0,0,0.6190476190476191,0.0,0.0046687896502969,0.0,0,0,39039.335593,0,0,0,0.0,0,1.0944805617138929,0.0925925925925925,0,0,0.0,0,0
3380345,98.73636024,1,0.8396459985328837,6372.077731,0.56871,25.0,0.8370508169692809,0.776173,5.43290289088046,-0.6401542500000008,0.414,0.02425540625,-0.1423114783737978,4.34811903578886,0.7362796496509925,0.1367465905156783,0.0,243.86263556051364,0.0,0.0,42.660165350000014,3,0.0,0,0,0.7647058823529411,0.0,1.9592171022796878e-17,0.0,0,0,3809.389995,1,0,0,0.0,0,1.119234198152446,0.1360827634879543,0,0,3.082316196975327,0,0
35854945,100.0,1,0.9481698120433916,19582.759438,0.99078,26.0,0.6344392995735908,0.1055078638941398,5.57689562475035,-0.210972173913046,0.003,0.0037681379962192,-0.1344038924577501,1.4422495703074083,0.5818053634744176,0.0855956036573845,0.0,419.2577611515454,0.0,0.0,726.7795162704325,0,0.0,0,0,0.6842105263157895,0.0,4.3824593077308805e-17,0.0,0,0,29574.261369,0,0,0,0.0,0,0.7134474732449869,0.1111111111111111,0,0,0.0,0,0
360689,84.0,1,0.6533876037467781,9751.90655800001,0.67921,15.75,1.163191622870318,0.0995692936288388,5.25227342804663,-0.2998320138504557,0.348,0.0002727925852844,-0.0103569097019281,15.301585299105966,0.5252000250031124,0.0196450921708952,0.0,105.89265210960544,6.480798544404953,0.0,1.890997807698509,0,0.25,0,0,0.6071428571428571,0.0,0.0099326875781176,1.5141126543209875,0,0,5306.332699000043,0,1,0,0.0,0,0.8430366275314451,0.3936345532609666,0,0,0.0,0,0
37350586,9.359605911,0,0.794762718677952,4197.34592900001,0.55625,17.75,1.0492642513134736,0.2260295351239651,4.62128956786797,0.0432168553719039,0.102,0.0023792582644627,0.0931310000762363,8.734913183032234,0.8074031005662293,0.0398292255266703,0.0,134.8218956546702,-0.1201055715869034,0.0,2.3774151868656648,0,0.0,0,1,0.3157894736842105,0.2666672984387561,0.0011244525331779,0.900509354912764,0,0,2248.047475999999,0,0,0,2.302084399591819,0,1.145024760913057,0.0833333333333333,0,1,1.4508163611577076,0,0
396010,2.29468599,0,1.4071488125457234,5378.212887,0.54658,30.75,0.8645081843770384,-1.2987606800000009,7.08758675893978,0.2305506622222221,0.744,-0.0227852750877193,-0.3305836889761849,6.083643418932058,0.7427134880160613,0.1316166542241972,0.0,174.57480525707834,0.0,0.0,10.405476630540562,0,0.0,1,0,0.8421052631578947,0.0,0.0041477648407569,0.0,0,0,1349.7287389999983,0,0,0,0.0,0,1.1520411377649156,0.2131731837270768,0,1,0.0,3,0
41318756,69.97389034,1,0.3892020940711526,9871.687486,0.84931,23.0,0.7770478091214922,0.854967245746691,5.35230234759457,-0.615959652173912,0.003,0.0305345444909532,-0.0213740919723568,6.394267228308959,0.623601164023509,0.027238367287468,0.0,251.1859040351404,0.0,0.0,51.04727779695331,0,0.0,0,0,0.8125,0.0,0.0038047655852818,0.0,0,0,10661.943417,0,0,0,0.0,0,1.1414942870778548,0.1513747150773104,0,0,0.0,0,0
42399417,44.867160035,0,0.9861984187921016,10631.214479,0.57162,34.0,0.7836753536086356,0.7423987438016428,6.21529536220233,-0.0828038347107628,0.003,0.0046111723217493,-0.1770755106223132,11.029056641980883,0.7955197920386348,0.0483865569221123,0.6354055912488452,186.3724753160788,-0.8467670277987742,3.85737232534581,-10.776986996507269,0,0.0,1,0,0.5862068965517241,0.0,0.0043801534528562,0.7320635514944677,0,1,6609.03678300001,0,1,0,0.0,0,1.001415176820126,0.1666666666666666,0,1,0.0,0,0
437701785,89.376182785,1,0.9212041352877685,63093.114478,1.09344,29.0,0.6849078581877431,-0.0125494801512283,5.93307375655665,-0.0601650434782632,0.003,-0.0004481957196867,-0.0219157478319246,0.0,0.5335599084891359,0.0369343115467303,0.0,519.8408702340591,0.0,0.0,199.016195027688,0,0.0,0,0,0.5909090909090909,0.0,0.0009411022330293,0.0,0,0,44395.82172099999,0,0,0,0.0,0,0.56980838187415,0.0823979581996884,0,0,0.0,0,0
437701796,91.575878875,1,0.7973768752395702,63093.114478,1.09344,29.0,0.6849078581877431,0.3967997372400764,5.92859130528947,-0.0601650434782631,0.003,0.0141714191871455,-0.0549891102749549,0.0,0.5492792641581872,0.0122968859883455,0.0,505.4718546508429,0.0,0.0,77.13660497142199,0,0.0,0,0,0.5909090909090909,0.0,0.0019449319092762,0.0,0,0,45343.44157699999,0,0,0,0.0,0,0.7008436912395237,0.0823979581996884,0,0,0.0,0,0
